,data
2171,"Vaccination at UMY is delicious... it's fast. get a soft cloth mask. Got Pfizer Booster. Dl 12 sinovac.

Alhamdulillah… https://t.co/O6KHdBQoLP"
2172,"last year there was a double sinovac vaccine, this year there will be a booster vaccine, next year what vaccine will it be"
2173,"@LordCondet Don't go sinovac bro, it's better if pfizer has the best efficacy compared to other vaccines."
2174,"Thank God I had the booster vaccine this morning. Pfizer Vaccines
Effect :
the head is a bit dizzy but not too heavy... https://t.co/0Q1ggjKM4I"
2175,"@ferdiriva I vaccinated Sinovac 2x last July and still got Delta... now I have the Astra booster, hopefully it's safe. Keep progressing but also afraid"
2176,"@convomfs My love ended because of different vaccines. I'm Sinovac, He's Astra Zeneca"
2177,"@FOODFESS2 Yes
I'm after the vaccine, I'm also sleepy and hungry
I use Sinovac but
Even though before the vaccine it was already dead https://t.co/fWxlQZBKRn"
2178,The regent of West Aceh has spoken up about the safe Sinovac vaccine for children aged 6-11 years. Let's apply the v… https://t.co/hKGx0hkom3 . program
2179,"Suhadi was proven to be legally involved in the illegal sale and purchase of Sinovac vaccines with two other North Sumatra Health Office doctors,… https://t.co/I6234yqqpt"
2180,"@plisgoaway @tanyakanrl astra👍🏻
because I vaccinated 1 and 2 sinovac :("
2181,"Safeguarding vaccinations from UPT Puskesmas Paron Types of Sinovac and Phizer vaccines doses 1, 2 and 3 targeting children,… https://t.co/xCBZaJ2K7P"
2182,"@junhjinsoul Yes, it's a question at least 6 months since the last vaccine 2. Then the first priority is Sinovac"
2183,"@khadijaz_ina @dokoterapin Btw I'm starting to keep my distance from people who have been vaccinated other than Sinovac.

Because sinovac made… https://t.co/TL0E7zOJ47"
2184,https://t.co/bq8X6FSTmp
2185,"Earlier, the puskesmas people came to my house again to ask me to be vaccinated.

Katenye; ""Just use sinovac, bro, the effect is https://t.co/QrdrMZc41l"
2186,"Bekasinians, who are looking for vaccines Doses 1,2,3 Types of Pfizer and Doses of 1,2 Types of Sinovac are available at Co… https://t.co/9Ik9UGybdF Vaccination Centers"
2187,"@Ndoro68295960 @AlanNairnu @tembangjiwa So what is the MUI fatwa if fucksin is halal and holy? which one is jing?
https://t.co/KTioVh3XXX"
2188,"Vaccination security from UPT Puskesmas Paron Types of Sinovac and Phizer vaccines doses 1, 2 and 3 targeting children,… https://t.co/jFns3jdYaA"
2189,"Vaccination security from UPT Puskesmas Paron Types of Sinovac and Phizer vaccines doses 1, 2 and 3 targeting children,… https://t.co/pE4wKRj3Y5"
2190,@Ndoro68295960 @AlanNairnu @tembangjiwa So what is the MUI fatwa that fucksin is halal and holy? Try to explain what fakcin is… https://t.co/kwXmBOw908
2191,So what is the MUI fatwa if fucksin is halal and holy? Can you explain what fakcin is halal and holy after you read this?… https://t.co/u5meNICxXx
2192,who is the importer of sinovac vaccine
2193,@Ndoro68295960 @AlanNairnu @tembangjiwa So what is the MUI fatwa that fucksin is halal and holy? Try to explain what faccin is… https://t.co/03RbDcCwmK
2194,"Sinovac Vaccine Users, This is the Most Powerful Booster Against Omicron

https://t.co/U7IVQWyurW"
2195,"Oh my god, the first Sinovac vaccine only has an effect like typhus, the second is also the same, this must be the third b… https://t.co/euJO1A2nNB"
2196,"@dearleee yes, the campus clinic person said that to all generations for those who have received booster vaccines, just vaccines… https://t.co/fYuiHzqAi8"
2197,"@Ndoro68295960 @AlanNairnu @tembangjiwa What is this bastard then?
https://t.co/V7GavFRKMp"
2198,@Ndoro68295960 @AlanNairnu @tembangjiwa What is the MUI fatwa that fucksin is halal and holy? Please explain what fakcib is… https://t.co/0Vx2pCcft5
2199,"@Ndoro68295960 @AlanNairnu @tembangjiwa What is this bastard?
https://t.co/KTioVh3XXX"
2200,"Is there a vaccine 1 and 2 using Sinovac, then the booster is using Moderna, isn't it?"
2201,"Hello... People in the Bagan Sinembah sub-districts, Bagan Sinembah Raya and Balai Jaya Police Presisi Vaccine outlets… https://t.co/IvelpMvqqW"
2202,"@Ndoro68295960 @andrengapaks @StopPlandemit let your eyes cross
https://t.co/c9GrquNBjo"
2203,"@Ndoro68295960 @andrengapaks @StopPlandemit noh post again
https://t.co/c9Grqv5Kxw"
2204,"@Ndoro68295960 @andrengapaks @StopPlandemit I'm posting again
https://t.co/c9Grqv5Kxw"
2205,"@Ndoro68295960 @andrengapaks @StopPlandemit Did you read the headline I posted?????
https://t.co/c9GrquNBjo"
2206,@RzR0tsch1ld @andrengapaks @StopPlandemit Sinovac is right and it's said to be halal.. moreover.. other vaccines are haram but… https://t.co/7dIXnXOZNI
2207,"@Ndoro68295960 @andrengapaks @StopPlandemit what? MUI fatwa that fucksin is halal and holy????
please explain fuck… https://t.co/RuvZduPM9g"
2208,@Ndoro68295960 @andrengapaks @StopPlandemit I'm asking you again... WHERE IS THE HALAL FUCKSIN AFTER YOU SEE THE NEWS... https://t.co/NiINZePun8
2209,"Seriously, after the Pfizer vaccine booster, I feel achy every day in my hands. During the primary vaccine yesterday, Sinovac… https://t.co/mEnha2wVZs"
2210,https://t.co/DQF7GfSztp
2211,"@Ndoro68295960 @andrengapaks @StopPlandemit I ASK JANCOK, WHAT IS THIS???
https://t.co/c9GrquNBjo"
2212,"In addition to 2x Sinovac vaccines and Pfizer boosters, I also have a quadrivalent flu vaccine every year, what can I do… https://t.co/kX5uyT8pJh"
2213,"@Ndoro68295960 @andrengapaks @StopPlandemit WHAT'S GOING ON?
https://t.co/c9Grqv5Kxw"
2214,"Where's the next vaccine, I'm still sinovac wkaowkshdsojs"
2215,@aixsponsa @indrakusuma It's September 2021..... Could it be that February 2022 has a result? Please learn… https://t.co/UiOA5E7vSE
2216,@densatjo Yes it is. This if you want to read: https://t.co/3uE54NYyGY
2217,"6-11 years Dose 2, type of Sinovac Vaccine at Outlet 634 RPTRA RAWA INDAH, Jl. Rawa Selatan II Rt.017/04 Kel. Kampung… https://t.co/onIpBWL3xo"
2218,@whydhiiee I vaccinated 1 and 2 sinovac but the 3rd az looks like it can be different or doesn't have to be modern
2219,"Sinovac Covid-19 Vaccine Safe For Children

#Vaksinyuk #VaksinAmanHalal https://t.co/kURRHIPP8a"
2220,"Sinovac Covid-19 Vaccine Safe For Children

#Vaksinyuk #VaksinAmanHalal https://t.co/EQrBTu4Jml"
2221,"@densatjo I am anti-child vaccination and anti-mandatory vaccines.

The article also discussed the mRNA vaccine, right? A… https://t.co/V0fvOmmjDf"
2222,"Sinovac Vaccine Users Can Be More Resistant to Using Pfizer and AstraZeneca Boosters, here's the proof https://t.co/abnsvFzUIC"
2223,"The Patriatama Polyclinic of the Central Sulawesi Satbrimobda is actively implementing Booster (MODERNA), Vaccine 1 and Booster (Aztraz… https://t.co/h3mYxqKqgF vaccinations)"
2224,"Vaccination security from UPT Puskesmas Paron Types of vaccines Sinovac and Phizer doses 1, 2 and 3 targeting children,… https://t.co/Ry4IiKgdJv"
2225,"Sinovac &amp; AstraZeneca Has New Booster Vaccine News

https://t.co/mRjTgpkurE"
2226,@densatjo Those who say that Sinovac is not useful are the mRNA vaccine traders.
2227,This is humans relying on themselves not relying on God.. have I ever said new variants and different vaccines… https://t.co/OQS8GGXNSx
2228,"Vaccination security from UPT Puskesmas Paron Types of vaccines Sinovac and Phizer doses 1, 2 and 3 targeting children,… https://t.co/trQilyFhhZ"
2229,"Vaccination security from UPT Puskesmas Paron Types of Sinovac and Phizer vaccines doses 1, 2 and 3 targeting children,… https://t.co/ySBTFR34Sp"
2230,"@talithalpr I'm the booster from pfizer, vaccine 1 & 2 sinovac"
2231,"@Kota_Tangerang Already got it in the apps..
But can you monitor that in the RT group, the elderly are still the first, right? Thanks for the vaccine that… https://t.co/mADvuNT4m4"
2232,"Sinovac vaccine for children aged 6 (six) to 11 (eleven) years old

The Food and Drug Supervisory Agency (BPOM) has… https://t.co/zqq6utBB8k"
2233,"Along with the 96th NU Harlah, Alhamdulillah, our family received the Pfizer booster vaccine from UGM on the day of… https://t.co/ppJ6A9DKTP"
2234,"The Indonesian Ministry of Health has finally included the Sinopharm vaccine in the list of Covid-19 booster vaccines. The 6 vaccines are:
- Si… https://t.co/7itXKk21Q3"
2235,"@silentsidess Booster, the previous vaccine was Sinovac 2 2"
2236,How Does Sinovac's Covid-19 Vaccine Work? https://t.co/dfxoiElu0G via @YouTube
2237,"@RawonEntutiasm The primary vaccine is AZ. My brother uses Sinovac, too, with Pfizer."
2238,"@Chintyaagt @Acchan4eva @pengabdisushi @aiinochikara @abilbilbul Hello, I'm vaccinated 1,2 sinovac. Then again, the booster P… https://t.co/lvCUpPqsoB"
2239,"I feel that my validation is like the Sinovac vaccine. If it's from lita olin, maybe it's modern"
2240,"@haruyaaaaa What do you use for Vaccine 1 and 2? Yesterday I had vaccines 1 and 2 using Sinovac, there was no effect, when I wanted to boost… https://t.co/bhtxYSW7Gs"
2241,"A friend of mine has been vaccinated 4 times, 2 times Sinovac, once jj, and once booster moderna, fyi."
2242,"@jaer_2007 Hoo, I'm dizzy. Ama vaccine brands,, if someone suggests that, does that mean you know the contents of the medicine or not?… https://t.co/5uH29dkVUg"
2243,"Sinovac validation by Who is proof of safe vaccine tested Quality
Prokes Erase Pandemic https://t.co/0vnuYKw44y"
2244,"Sinovac validation by Who is proof of safe vaccine tested Quality
Prokes Erase Pandemic https://t.co/W14cFR9gr4"
2245,"Sinovac validation by Who is proof of safe vaccine tested Quality
Prokes Erase Pandemic https://t.co/2cz5Bb1p6B"
2246,"Wait a minute,,, wait,,, the 3rd vaccine is called a booster?

Then the brands are still different, right?

I was just asking, if va… https://t.co/JCPFysXUAr"
2247,"Sinovac validation by Who is proof of safe vaccine tested Quality
Prokes Erase Pandemic https://t.co/FMO9qQwLHa"
2248,"Sinovac validation by Who is proof of safe vaccine tested Quality
Prokes Erase Pandemic https://t.co/uEXUBNLeo2"
2249,"Sinovac validation by Who is proof of safe vaccine tested Quality
Prokes Erase Pandemic https://t.co/sDLdaXTw71"
2250,"Sinovac validation by Who is proof of safe vaccine tested Quality
Pandemic Eradication Program https://t.co/8ci2huRDa0"
2251,"Sinovac validation by Who is proof of safe vaccine tested Quality
Prokes Erase Pandemic https://t.co/g00htcm60m"
2252,The combination of Sinovac vaccine with Pfizer or Astrazeneca as a boosting dose gives the vaccine effectiveness level… https://t.co/DxX9sEPyOs
2253,"@imandani KAAAA WKWKWK SAME BGT, when vaccines 1&amp;2 use sinopharm, then you get a booster from Sinovac's workplace, then… https://t.co/SQMjznBToS"
2254,"@bimidul That morning threw up. I feel like this Sinovac vaccine doesn't give a very good impression, huhu pdhai, there's enough booster"
2255,CAH - ask for info on Sinovac vaccine dose 2 dong for 16 year olds... urgent. This is for my brother. Thank you. Maybe someone has info
2256,"Indonesia Adds New Regimen of Booster Vaccine. The six regimens include Sinovac, AstraZeneca, Pfize… https://t.co/W9D0rs7HQM vaccines"
2257,"Gebyar Vaccination for Children 6-11 Years, Tuesday, March 1, 2022 in Sindangsari Village, Ciranjang District, as for… https://t.co/DBIuhA2qFG"
2258,"vaccine 1 sinovac : b aja
Vaccine 2 Sinovac: 2 nights whole body rheumatic pain
3 AZ vaccine: alhamdulillah 8 hours after v… https://t.co/xt1A45Y0QM"
2259,"The Gebyar Vaccines I and II as well as the Sinovac, Pfizer and Astrazeneka Continued Boosters in the Sunggal District Area take place… https://t.co/wt9ylHIIYV"
2260,"The Astra vaccine really feels really good, doesn't the effect?; (The body is very hot even though I don't take a shower, the sores also feel sore. Sin… https://t.co/8JJLAZhkH3"
2261,"My parents, Sinovac alumni, were shocked by the effects of the booster vaccine😂"
2262,@nadhiradwiss My sister said the AZ drop booster has never felt such a headache after the booster wk… https://t.co/pZBkVrqWFH
2263,"guys who vaccinated 1 and 2 sinovac, what vaccine did you get when you got the booster? so what is the effect? itb!"
2264,"@vanfancyy @convomf Mjb, sis. Can you get info on the Sinovac booster vaccine? Thank you—ns"
2265,"Members of the Rengasdengklok Sector Police Brigadier Bayu S.Pd, Carrying out Monitoring of the Covid-19 Vaccination Activities Simultaneously, Pe… https://t.co/i3jEjSm8o4"
2266,"Members of the Rengasdengklok Sector Police Brigadier Bayu S.Pd, Carrying out Monitoring of the Covid-19 Vaccination Activities Simultaneously, Pe… https://t.co/QlbdCJNw1B"
2267,"Members of the Rengasdengklok Sector Police, Brigadier Bayu S.Pd, Carry out Monitoring of the Covid-19 Vaccination Activities Simultaneously, Pe… https://t.co/6VAYS39ABx"
2268,"Sinovac 1 & 2 vaccines continue to boost the booster vaccine, Pfizer's body immediately gets sick with AEFI 🥺"
2269,"sgd guys, info on the 2nd dose of Sinovac vaccine around UIN, please! First of all, thank you very much 🙏🏼 https://t.co/eOot5NZY4o"
2270,"modern booster
Sinovac and moderna vaccines
March 1, 2022 #vaccinmalang
@infomalang https://t.co/7r7IZEC7IH"
2271,"30 Thousand Sinovac Vaccines in Lamongan Threatened to Expiration

#inilahcom #inilahdotcom
https://t.co/RHDZHK9dBe"
2272,"@___adhen_ @afrkml My experience, the 2nd Sinovac vaccine and the tetanus vaccine (pre-wedding tetanus vaccine) can go a long way… https://t.co/A3ukKdhmwg"
2273,"1. SINOVAC
2. SINOVAC
3. ASTRAZENECA

Amazing AstraZeneca Booster Vaccine, Please Try Bestie 👍👍👍"
2274,"Waka Polsek Salapian IPTU NELSON.M, SH. together with the head of sabhara IPTU SUYONO and ps. Kanit binmas AIPTU HARTOYO held… https://t.co/7ArnlkmAat"
2275,"@starrymnight @lafnana @YogaRiandana @RAKemal @afrkml @AdamPrabata Don't understand what? I have the complete vaccine, sinovac dr v… https://t.co/okeRXmrOKB"
2276,"@sclawkwrd @YogaRiandana @RAKemal @afrkml @AdamPrabata Revision, laughing at the copidsemar ducks! Yes, it's natural, your people… https://t.co/vYbxNMeSkK"
2277,"Want to ask guys, if the vaccine is dosed 1 or 2 with Sinovav, the booster must also be Sinovac? -umsfess"
2278,@ABSetyono @kemkominfo @KemenkesRI @jokowi @PlateJohnny The government has officially authorized the administration of the Covid-1 vaccine… https://t.co/S4RMvLNPoW
2279,@rahmaniarbaftim @AdamPrabata My husband used to have covid but recovered faster. Until now he has not had any vaccine. I… https://t.co/pABS45I9e2
2280,"4. Record the time and implementation,
1,2 &amp; March 4, 2022
09.00-15.00 WIB
Located at Dompet Dhu… https://t.co/PCOm6lMGDR"
2281,"@JaohariLatif Urang 1&amp;2 make sinovac, booster moderna. 3 days tepar fever, lethargy, chills, eating hard, leun… https://t.co/2LWhpTOzee"
2282,"@AdamPrabata Before the vaccine, I asked the health care provider like this: ""Is it true that the complete Sinovac vaccine is 6 months later… https://t.co/eE53JC1cu8"
2283,"@JaohariLatif @RudyRoedyanto I have 2 sinovac trs boster astra, after the vaccine I immediately took biogesic, thank God it's safe TM"
2284,"Starting Monday (1/3) – Friday (4/3) RSUD Kilisuci provides Vaccination with SINOVAC Vaccine Types Dose 1, 2, PFIZER… https://t.co/LipamDTOYS"
2285,The period for all Sinovac vaccine recipients to receive a booster dose injection to maintain long-term vaccination status https://t.co/PU4CNGyUNj
2286,Don't you know? The kingdom has extended the period to get booster injections for Sinovac vaccine recipients … https://t.co/Ab3SlBkZ74
2287,"Comorbid hypertension and immune disorders. Try to see with comorbid like this, is it bad? Vaccination… https://t.co/rqfqC3jt6V"
2288,"@healthy_fess I don't know nder, usually the health worker decides. I'm vaccines 1 and 2 sinovac, booster vaccine astrazeneca."
2289,"@rahmaniarbaftim Because the virus mutated (changed structure). For example, Sinovac is based on virus A. Then… https://t.co/NHac5vyjhV"
2290,"hlt! The primary vaccine is Sinovac, which is the best vaccine for booster?"
2291,"Monitoring the target area, Sertu Kusnanto with Babinsa, Sragen Kulon sub-district, members of Koramil 01/Sragen monitor the… https://t.co/lUmAWG7PuK"
2292,"Sertu Kusnanto Babinsa, Sragen Kulon Village, a member of Koramil 01/Sragen monitors the distribution of BPNT and Vaccines… https://t.co/7zRkqEE21q"
2293,https://t.co/UTjer4e51P
2294,A total of approximately 30 thousand Sinovac vaccines for the second stage vaccine in Lamongan are threatened in vain.… https://t.co/vnpPHK5rkl
2295,"@HumasGede Excuse me sir, I want to ask, what do you use for the booster vaccine, for example vaccine 1 &amp; 2 of them using sinovac?… https://t.co/H4XINMsWPY"
2296,"Nurse: The vaccine is AZ, sir.
(In my heart: AZ, EZ. Even though I want pfizer or moderns)

Meanwhile, h+… https://t.co/sxYh7FlaGK"
2297,"@mamahnyasunoo Yes booster is vaccine 3, after 1&amp;2 and that's more immunity, you know, especially if 1&amp;2 sinovac… https://t.co/Zv2LcE0V0l"
2298,"The Government Destroys 6 Million Sinovac Vaccines, Here's Why https://t.co/8CDLnnw4TZ"
2299,"@SuhflowerbeeJ Nahiyaaaa... moreover vaccines 1 2 and boosters really have to be different, right, especially the Sinovac one. Pok… https://t.co/xaE3jjnDcJ"
2300,"Come and attend the Vaccination Raid, 2nd and 3rd doses of vaccination, 2nd dose of Sinovac vaccine, 2nd &amp; 3 Astra Zeneca… https://t.co/4ugVridtHA"
2301,https://t.co/hrXCdt7LLa
2302,"Here, I've been vaccinated 3 times using Pfizer, but I still have covid. Are you sure your 2x Sinovac + 1x Pfizer are safe?"
2303,@sstrongerrr Sinovac Vaccine
2304,"@SandyRicha89 Yoaa.. During my time (?) vaccines, at my health center there is still Sinovac, so I can't choose gt..."
2305,Has anyone had a booster vaccine with Sinovac 1 & 2 vaccines? Tell me pls what is the effect after the booster vaccine? -ness
2306,"Independent Vaccination
Vaccine Schedule 1, 2 and Booster for children and general
-
Monday, February 28, 2022
Time: 08.00… https://t.co/UJu0JbDvwI"
2307,"I'll get a booster vaccine soon, how come I'm 😂😂 because I just finished the Sinovac vaccine, I just have a fever

So hurry up when you're ready to have a high fever again😂😂"
2308,"-dips! I already got a booster vaccine ticket, but my 1 and 2 vaccines are Sinovac, so for a booster I want to find the one… https://t.co/hu87SG7ACn"
2309,"@eskazct there is less info hehe: * 6 months if the vaccine is 1-2 sinovac, at least 3 months for 1-2 AZ"
2310,"The Gebyar Vaccines I and II as well as the Sinovac, Pfizer and Astrazeneka Continued Boosters in the Sunggal District Area take place… https://t.co/I0W4wFztOl"
2311,"@JaohariLatif it's bad if you go abroad, take a booster because some countries can already receive Sinovac if the vaccine is… https://t.co/vkoIZmnhcR"
2312,"@Danangbanyu @KediriFess wkwkwk same 😂
Sinovac is really suitable for people who want vaccines but don't want kipi"
2313,"Come and attend the Vaccination Raid, 2nd and 3rd doses of vaccine, 2nd dose of Sinovac vaccine, 2nd &amp; 3 Astra Zeneca… https://t.co/CxHEIQbhag"
2314,"Vaccine 1 Sinovac : gpp it's safe
Sinovac 2 Vaccine: Thank God it's safe to work immediately
Vaccine 3 Aztreasneca : hot… https://t.co/1TQZs3g88D"
2315,"@KemenkesRI We elderly ask where to get Homolog Booster? Sinovac Primary Vaccine, booster with Sinovac, even though… https://t.co/z3ULvrrZxD"
2316,30 Thousand Doses of Sinovac Vaccine II for the Elderly in Lamongan Threatened to Expiration https://t.co/8B4iAMUArO
2317,"In addition, booster vaccinations can be carried out homologously (the same type as the primary vaccine) or heterologously (j… https://t.co/Lby6sYWgwF"
2318,"Sertu Kusnanto Babinsa, Sragen Kulon Village, a member of Koramil 01/Sragen monitors the distribution of BPNT and Vaccines… https://t.co/6aGewVk3WH"
2319,"Minister of Health says there are 4 government vaccines: Sinovac, AstraZeneca, Pfizer, and Novavax https://t.co/pv6Y4Wjis5"
2320,"Of the 4 types of vaccines, Sinovac, AstraZeneca, Pfizer, and Novavax, which are less risky for people with HIV, does anyone know? Or sam… https://t.co/OYG8MdrAtZ"
2321,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like a Mich racer… https://t.co/bVmNPoEXLi"
2322,Romania Sends First Aid Astrazeneca Vaccine to Moldova https://t.co/TU0mHdFChl
2323,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like a Mich racer… https://t.co/TVdZ2kA4TD"
2324,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like racer Mich… https://t.co/Zu7r2Jn4Xr"
2325,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like racer Mich… https://t.co/ck5ctZZLO8"
2326,@Khairykj will use Sinovac and Astrazeneca vaccines. ok. please pass NPRA for KJ https://t.co/0xBQALPZ1y
2327,Romania on Saturday (27/2) sent the first donation of AstraZeneca's Covid-19 vaccine to Moldova so that the country remains… https://t.co/0iRk17EwdJ
2328,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like racer Mich… https://t.co/jvRT2dCqXO"
2329,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like racer Mich… https://t.co/RRaZYNTtBW"
2330,More than doubled before Australia received 300 000 doses of AstraZeneca vaccine https://t.co/KZ1KN3IRAE
2331,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like racer Mich… https://t.co/KVsyT92fQU"
2332,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like a Mich racer… https://t.co/1Jkwhr8LJs"
2333,Australia Receives 300 000 doses of AstraZeneca Vaccine https://t.co/n9amjMjikl
2334,"Minister of Health says there are 4 government vaccines: Sinovac, AstraZeneca, Pfizer, and Novavax -- 4 of the 7 vaccines in the latest KMK… https://t.co/qqbnKlkQvM"
2335,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like racer Mich… https://t.co/JQjXBem4Sj"
2336,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like racer Mich… https://t.co/Mfctwfnceg"
2337,"""These four vaccines have problems with their supply, the whole world is fighting for them. ASEAN has not all received it, Australia has only received it, Japan… https://t.co/sZzFqMBcHZ"
2338,Mass vaccination for 25 million Australians will begin Monday (1/3). https://t.co/ymvV0u8h2v
2339,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like a Mich racer… https://t.co/ZSaVPzpjSX"
2340,"Minister of Health: Indonesia is lucky to have got four Covid-19 vaccines https://t.co/uk0aQYjV6P

#menkesri… https://t.co/cWjEFEOwHI"
2341,"Minister of Health says there are 4 government vaccines: Sinovac, AstraZeneca, Pfizer, and Novavax
Click to read:… https://t.co/5D9VGBUMoy"
2342,Thailand will use Sinovac and AstraZeneca vaccines. https://t.co/c0wpX4IDgb
2343,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like a Mich racer… https://t.co/0BsccTD3q7"
2344,"""These four vaccines have problems with their supply, the whole world is fighting for them. ASEAN hasn't all got it, Australia just got it, Japan… https://t.co/0yjTMHO6pf"
2345,"Surujanjaya, the German vaccine, said that the vaccine should not be used on people over 65 years old because there is not enough evidence that… https://t.co/SsjB95UwE4"
2346,The AstraZeneca vaccine is the third to be passed in the EU after the PfizerBioNTech and Moderna vaccines.
2347,"Mutual cooperation vaccinations are not allowed to use Sinovac, AstraZeneca, Novavad, Pfizer vaccines which are free vaccines https://t.co/MZ8rrDKGXU"
2348,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like a Mich racer… https://t.co/0mg20CUBZ9"
2349,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like a Mich racer… https://t.co/OCA5iQQW09"
2350,"Minister of Health: Any Vaccine Brand As Long As It Passes BPOM, Just Use it #Vaksin #Vaksinasi #AstraZeneca #Wabah… https://t.co/mkULNPb82c"
2351,"Sinovac, AstraZeneca, Pfizer, Novavac are vaccines successfully obtained by Indonesia. https://t.co/jnwgvj0IyN"
2352,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like racer Mich… https://t.co/4pHeQE0qGv"
2353,"""We are lucky to get it first,"" said Budi. https://t.co/SNcvFjlrVx"
2354,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like racer Mich… https://t.co/ej7kdGnmZ2"
2355,@khairykj it's normal to just take sino vaccine or sputnik... n not astrazeneca.. n not which word to pass first... https://t.co/x8CG3fNFR6
2356,"There are 4 vaccines used in government vaccination programs: Sinovac, AstraZeneca, Pfizer, and Novavax. What is the reason… https://t.co/8RhXIU69lW"
2357,#BHdunia Several health workers who injected the AstraZeneca vaccine reported that there was still some vaccine liquid left behind… https://t.co/gCecKHYZAx
2358,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like racer Mich… https://t.co/AivSLzUHq1"
2359,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like racer Mich… https://t.co/fWzNXP3rNs"
2360,Germany hastened to receive Oxford-AstraZeneca vaccine for gold citizens#malaysiagazette https://t.co/MAR6x0zzny
2361,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like a Mich racer… https://t.co/DFvw3kMNDG"
2362,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like racer Mich… https://t.co/J8hNgQr131"
2363,"Einde Huisarts?!

Rob Elens in het Limburgse Meijel weigert zijn patiënten te vaccineeren tegen corona als ze niet e… https://t.co/Q8jkSEvZVx"
2364,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like racer Mich… https://t.co/XnJl9fw6Q3"
2365,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like racer Mich… https://t.co/cSeP8vCmIh"
2366,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like racer Mich… https://t.co/jS7LlQqPfr"
2367,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like racer Mich… https://t.co/0Tn1rcjHSv"
2368,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like a Mich racer… https://t.co/Wv4RTzmt6w"
2369,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like racer Mich… https://t.co/QIdLLSvJVy"
2370,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like racer Mich… https://t.co/5FdxUBMcD6"
2371,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like racer Mich… https://t.co/O4gF1e0zpH"
2372,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like racer Mich… https://t.co/d8yxppUzX5"
2373,@yaminam49824426 @KKMPutrajaya the supplier of the covid-19 vaccine is from the USA(Pfizer) UK(AstraZeneca) China(Sinovac)
2374,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like a Mich racer… https://t.co/Rk43BmZSgs"
2375,"The @KemenkesRI said the Gotong Royong vaccine would not use Sinovac, Astrazeneca, Novavax… https://t.co/3q4n9ela5R"
2376,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like racer Mich… https://t.co/cJb8FpDdAt"
2377,"Wait for Sinovac and AstraZeneca Vaccines, Philippines Extend Lockdown Until March #Vaksin #Vaksinasi #AstraZeneca… https://t.co/Ykf56wjbZw"
2378,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like racer Mich… https://t.co/nCxv885akM"
2379,"@Khairykj After Sinovac or Astrazeneca get graduation, will the people have the option to choose the type of vaccine for… https://t.co/NOrKElX4PP"
2380,"Sinovac vaccine is scheduled to arrive in the Philippines on Sunday (28/2), while AstraZeneca vaccine will arrive Se… https://t.co/atFMABEnGF"
2381,"@ruliemaulana Oh astrazeneca who entered the vaccine for free, yes https://t.co/vK1KoY1ZpY"
2382,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like a Mich racer… https://t.co/7EUgykMQWh"
