,data
2180,"@plisgoaway @tanyakanrl astra👍🏻
soalnya aku vaksin 1 sama 2 sinovac :("
2181,"Pengamanan vaksinasi dari UPT Puskesmas Paron Jenis Vaksin Sinovac dan Phizer dosis 1, 2 dan 3 dengan sasaran anak,… https://t.co/xCBZaJ2K7P"
2182,@junhjinsoul Iya soalnha min 6 bln dr terakhir kali vaksin 2. Trus yg diutamakan yg sinovac dulu
2183,"@khadijaz_ina @dokterapin Btw saya mulai jaga jarak sama org yg udah di vaksin selain sinovac. 

Karena sinovac bua… https://t.co/TL0E7zOJ47"
2184,https://t.co/bq8X6FSTmp
2185,"Tadi orang2 puskesmas dateng lagi ke rumah gue buat minta gue divaksin.

Katenye; ""Pake sinovac aja bang, yg efekny… https://t.co/QrdrMZc41l"
2186,"Bekasinians, yang nyari vaksin Dosis 1,2,3 Jenis Pfizer dan Dosis 1,2 Jenis Sinovac tersedia di Sentra Vaksinasi Co… https://t.co/9Ik9UGybdF"
2187,"@Ndoro68295960 @AlanNairnu @tembangjiwa Jadi Apa Fatwa MUI kalo fucksin itu halal dan suci?yang mana jing
https://t.co/KTioVh3XXX"
2188,"Pengamanan vaksinasi dari UPT Puskesmas Paron Jenis Vaksin Sinovac dan Phizer dosis 1, 2 dan 3 dengan sasaran anak,… https://t.co/jFns3jdYaA"
2189,"Pengamanan vaksinasi dari UPT Puskesmas Paron Jenis Vaksin Sinovac dan Phizer dosis 1, 2 dan 3 dengan sasaran anak,… https://t.co/pE4wKRj3Y5"
2190,@Ndoro68295960 @AlanNairnu @tembangjiwa Jadi Apa Fatwa MUI kalo fucksin itu halal dan suci?Coba jelasin fakcin apa… https://t.co/kwXmBOw908
2191,Jadi Apa Fatwa MUI kalo fucksin itu halal dan suci?Coba jelasin fakcin apa yang halal dan suci sehabis lo baca ini?… https://t.co/u5meNICxXx
2192,siapa importir vaksin sinovac
2193,@Ndoro68295960 @AlanNairnu @tembangjiwa Jadi Apa Fatwa MUI kalo fucksin itu halal dan suci?Coba jelasin fakcin apa… https://t.co/03RbDcCwmK
2194,"Pengguna Vaksin Sinovac, Ini Booster Terampuh Lawan Omicron 

https://t.co/U7IVQWyurW"
2195,"Ya allah gue vaksin sinovac yang pertama aja efeknya kek orang tipes, yang kedua juga sama, ini mesti yang ketiga b… https://t.co/euJO1A2nNB"
2196,"@dearleee iya, tadi orang klinik kampus bilang gitu ke semua angkatan buat yang udah bisa vaksin booster, vaksin aj… https://t.co/fYuiHzqAi8"
2197,"@Ndoro68295960 @AlanNairnu @tembangjiwa Terus ini apa bangsat? 
https://t.co/V7GavFRKMp"
2198,@Ndoro68295960 @AlanNairnu @tembangjiwa Apa Fatwa MUI kalo fucksin itu halal dan suci?Coba jelasin fakcib apa yang… https://t.co/0Vx2pCcft5
2199,"@Ndoro68295960 @AlanNairnu @tembangjiwa Ini apa bangsat?
https://t.co/KTioVh3XXX"
2200,"Ada yg vaksin 1 dan 2nya pake Sinovac, trus boosternya pake Moderna gaaakkkk?"
2201,"Hallo... Masyarakat wilayah kecamatan Bagan Sinembah, Bagan Sinembah Raya dan Balai Jaya gerai vaksin Presisi polri… https://t.co/IvelpMvqqW"
2202,"@Ndoro68295960 @andrengapaks @StopPlandemit biar matamu juling 
https://t.co/c9GrquNBjo"
2203,"@Ndoro68295960 @andrengapaks @StopPlandemit noh posting lagi
https://t.co/c9Grqv5Kxw"
2204,"@Ndoro68295960 @andrengapaks @StopPlandemit gua posting lagi
https://t.co/c9Grqv5Kxw"
2205,"@Ndoro68295960 @andrengapaks @StopPlandemit lu baca headline yang gw posting ini gak?????
https://t.co/c9GrquNBjo"
2206,@RzR0tsch1ld @andrengapaks @StopPlandemit lah sinovac kan dan dibilang halal.. apalagi.. vaksin lain yg haram tapi… https://t.co/7dIXnXOZNI
2207,"@Ndoro68295960 @andrengapaks @StopPlandemit apa? fatwa MUI kalo fucksin itu halal dan suci????
tolong jelaskan fuck… https://t.co/RuvZduPM9g"
2208,@Ndoro68295960 @andrengapaks @StopPlandemit gua tanya lagi yaaaaa....MANA FUCKSIN YANG HALAL SETELAH LU LIAT BERITA… https://t.co/NiINZePun8
2209,"Bener-bener, setelah booster vaksin Pfizer lebih kerasa linu 2 harian di tangan. Saat vaksin primer kemarin sinovac… https://t.co/mEnha2wVZs"
2210,https://t.co/DQF7GfSztp
2211,"@Ndoro68295960 @andrengapaks @StopPlandemit GUA TANYA JANCOK, TERUS INI APA????
https://t.co/c9GrquNBjo"
2212,"Selain 2x vaksin sinovac dan booster Pfizer, gue juga tetep vaksin flu quadrivalent tiap tahun, apa aja yang bisa d… https://t.co/kX5uyT8pJh"
2213,"@Ndoro68295960 @andrengapaks @StopPlandemit TERUS INI APA COK?
https://t.co/c9Grqv5Kxw"
2214,anjir mana vaksin gue masi sinovac wkaowkshdsojs
2215,@aixsponsa @indrakusuma Itu kan September 2021..... 🍃 Bisa jd skrg Februari 2022 sdh ada hasilnya? Monggo dipelajar… https://t.co/UiOA5E7vSE
2216,@densatjo Ya sudah. Ini kalau mau baca: https://t.co/3uE54NYyGY
2217,"6-11 tahun Dosis 2, jenis Vaksin Sinovac di Gerai 634 RPTRA RAWA INDAH, Jl. Rawa Selatan II Rt.017/04 Kel. Kampung… https://t.co/onIpBWL3xo"
2218,@whydhiiee Aku vaksin 1 dan 2 sinovac tp ke 3 az kayak blh beda ga hrs modern
2219,"Vaksin Covid-19 Sinovac Aman Untuk Anak

#Vaksinyuk #VaksinAmanHalal https://t.co/kURRHIPP8a"
2220,"Vaksin Covid-19 Sinovac Aman Untuk Anak

#Vaksinyuk #VaksinAmanHalal https://t.co/EQrBTu4Jml"
2221,"@densatjo Lah gw mah anti vaksinasi anak dan anti mandatory vaccines.

Artikel itu juga bahasnya vaksin mRNA kan? A… https://t.co/V0fvOmmjDf"
2222,"Pengguna Vaksin Sinovac Bisa Lebih Kebal Pakai Booster Pfizer dan AstraZeneca, Ini Buktinya https://t.co/abnsvFzUIC"
2223,"Poliklinik Patriatama Satbrimobda Sulteng laksanakan giat vaksinasi Booster (MODERNA), Vaksin 1 dan Booster (Aztraz… https://t.co/h3mYxqKqgF"
2224,"Pengamanan vaksinasi dari UPT Puskesmas Paron Jenis Vaksin Sinovac dan Phizer dosis 1, 2 dan 3 dengan sasaran anak,… https://t.co/Ry4IiKgdJv"
2225,"Pengguna Sinovac &amp; AstraZeneca Ada Kabar Baru Vaksin Booster 

https://t.co/mRjTgpkurE"
2226,@densatjo Yang bilang sinovac ga bermanfaat kan pedagang vaksin mRNA aja.
2227,Inilah manusia mengandalkan diri sendiri bukan mengandalkan Tuhan..pernah saya katakan varian baru dan vaksin berba… https://t.co/OQS8GGXNSx
2228,"Pengamanan vaksinasi dari UPT Puskesmas Paron Jenis Vaksin Sinovac dan Phizer dosis 1, 2 dan 3 dengan sasaran anak,… https://t.co/trQilyFhhZ"
2229,"Pengamanan vaksinasi dari UPT Puskesmas Paron Jenis Vaksin Sinovac dan Phizer dosis 1, 2 dan 3 dengan sasaran anak,… https://t.co/ySBTFR34Sp"
2230,"@talithalpr aku boosternya pfizer, vaksin 1&amp;2 sinovac"
2231,"@Kota_Tangerang Sudah dapat sih di apps nya..
Tapi mantau di Grup rt yg didahulukan masih lansia ya? Trs vaksin yg… https://t.co/mADvuNT4m4"
2232,"Vaksin Sinovac untuk anak usia 6 (enam) sampai dengan 11 (sebelas) tahun

Badan Pengawas Obat dan makanan (BPOM) me… https://t.co/zqq6utBB8k"
2233,"Bersamaan dg Harlah NU ke-96, alhamdulillaah kami sekeluarga mendapatkan vaksin booster Pfizer besutan UGM di hari… https://t.co/ppJ6A9DKTP"
2234,"Kemenkes RI akhirnya memaasukkan vaksin Sinopharm dalam daftar vaksin booster Covid-19. Ke 6 vaksin itu adala:
- Si… https://t.co/7itXKk21Q3"
2235,"@silentsidess Booster,vaksin sblomnya sinovac 2 2 nya"
2236,Bagaimana Cara Kerja Vaksin Covid-19 Sinovac? https://t.co/dfxoiElu0G lewat @YouTube
2237,@RawonEntutiasm Vaksin primernya AZ ya. Adekku pake sinovac jg bs Pfizer.
2238,"@Chintyaagt @Acchan4eva @pengabdisushi @aiinochikara @abilbilbul Halo, aku vaksin 1,2 sinovac. Trus kmrin booster P… https://t.co/lvCUpPqsoB"
2239,Aku ngerasa validasi dariku tu ibarat vaksin sinovac. Kalo dari lita olin tu mungkin moderna
2240,"@haruyaaaaa Vaksin 1 sama 2nya pake apa? Aku kemaren vaksin 1 sama 2 pake sinovac ga ad efek apa apa, pas mau boost… https://t.co/bhtxYSW7Gs"
2241,"temenku udah ada yg di vaksin 4 kali, 2kali sinovac, satu kali jj, dan satu kali booster moderna, fyi."
2242,"@jaer_2007 Hoo gitu,,, pusing Ama merk vaksin,, kalo ada yg saranin gitu berarti tau isi kandungan obatnya gak seh?… https://t.co/5uH29dkVUg"
2243,"Validasi sinovac oleh Who bukti vaksin aman teruji Mutu
Prokes Basmi Pandemi https://t.co/0vnuYKw44y"
2244,"Validasi sinovac oleh Who bukti vaksin aman teruji Mutu
Prokes Basmi Pandemi https://t.co/W14cFR9gr4"
2245,"Validasi sinovac oleh Who bukti vaksin aman teruji Mutu
Prokes Basmi Pandemi https://t.co/2cz5Bb1p6B"
2246,"Sebentar,,, sebentar,,, vaksin ke 3 itu namanya booster? 

Trus merk nya masih beda2 kan? 

Tadi tuh tanya, kalo va… https://t.co/JCPFysXUAr"
2247,"Validasi sinovac oleh Who bukti vaksin aman teruji Mutu
Prokes Basmi Pandemi https://t.co/FMO9qQwLHa"
2248,"Validasi sinovac oleh Who bukti vaksin aman teruji Mutu
Prokes Basmi Pandemi https://t.co/uEXUBNLeo2"
2249,"Validasi sinovac oleh Who bukti vaksin aman teruji Mutu
Prokes Basmi Pandemi https://t.co/sDLdaXTw71"
2250,"Validasi sinovac oleh Who bukti vaksin aman teruji Mutu
Prokes Basmi Pandemi https://t.co/8ci2huRDa0"
2251,"Validasi sinovac oleh Who bukti vaksin aman teruji Mutu
Prokes Basmi Pandemi https://t.co/g00htcm60m"
2252,Kombinasi vaksin Sinovac dengan Pfizer atau Astrazeneca sebagai dos penggalak memberikan kadar keberkesanan vaksin… https://t.co/DxX9sEPyOs
2253,"@imandani KAAAA WKWKWK SAMA BGT, pas vaksin 1&amp;2 pake sinopharm terus dapet booster dari tempat kerja sinovac, terus… https://t.co/SQMjznBToS"
2254,@bimidul Pagi tu muntah. Rsa cm vaksin sinovac ni x memberi kesan sgt pulak huhu pdhai dh cukup booster
2255,CAH - minta tlg info vaksin sinovac dosis 2 dong untuk anak usia 16th.. urgent.  Ini buat adekku. Maakasih. Brgkali ada yg punya info
2256,"Indonesia Tambah Regimen Baru Vaksin Booster. Keenam regimen tersebu antara lain vaksin Sinovac, AstraZeneca, Pfize… https://t.co/W9D0rs7HQM"
2257,"Gebyar Vaksinasi Anak 6-11 Tahun, Hari Selasa tanggal 1 Matet 2022 di Desa Sindangsari Kecamatan Ciranjang, adapun… https://t.co/DBIuhA2qFG"
2258,"vaksin 1 sinovac : b aja 
vaksin 2 sinovac : 2 malam seluruh badan linu
vaksin 3 AZ : alhamdulillah 8 jam setelah v… https://t.co/xt1A45Y0QM"
2259,"Gebyar Vaksin I dan II serta Lanjutan Booster Sinovac, Pfizer dan Astrazeneka di Wilayah Kecamatan Sunggal bertempa… https://t.co/wt9ylHIIYV"
2260,"Vaksin astra emang kerasa bgt ya efeknya?;( badan panas bgt padahal gajadi mandi, pegel nya juga kerasa linuuu. Sin… https://t.co/8JJLAZhkH3"
2261,bapak ibukku alumni sinovac kaget kena efek vaksin booster😂
2262,@nadhiradwiss Kakakku booster AZ drop katanya belum pernah ngerasain sakit kepala yg sesakit setelah booster itu wk… https://t.co/pZBkVrqWFH
2263,"guys yang vaksin 1 dan 2 sinovac, pas booster kalian dapat vaksin apa? trus efeknya gimana? itb!"
2264,"@vanfancyy @convomf Mjb, kak. Dapat info vaksin booster sinovac kah? Makasih—ns"
2265,"Anggota Polsek Rengasdengklok Brigadir Bayu S.Pd, Melaksanakan Monitoring Kegiatan Vaksinasi  Covid-19 Serentak, Pe… https://t.co/i3jEjSm8o4"
2266,"Anggota Polsek Rengasdengklok Brigadir Bayu S.Pd, Melaksanakan Monitoring Kegiatan Vaksinasi  Covid-19 Serentak, Pe… https://t.co/QlbdCJNw1B"
2267,"Anggota Polsek Rengasdengklok Brigadir Bayu S.Pd, Melaksanakan Monitoring Kegiatan Vaksinasi  Covid-19 Serentak, Pe… https://t.co/6VAYS39ABx"
2268,Vaksin 1&amp;2 sinovac terus vaksin boosternya pfizer badan langsung gregesii kena KIPI🥺
2269,"!sgd guys info vaksin sinovac dosis ke 2 di sekitaran UIN, dong! Sebelumnya, makasih banyak 🙏🏼 https://t.co/eOot5NZY4o"
2270,"Booster moderna
Vaksin sinovac dan moderna
1 Maret 2022 #vaksinmalang 
@infomalang https://t.co/7r7IZEC7IH"
2271,"30 Ribu Vaksin Sinovac di Lamongan Terancam Kedaluwarsa

#inilahcom #inilahdotcom
https://t.co/RHDZHK9dBe"
2272,"@___adhen_ @afrkml Pengalamanku, vaksin sinovac ke 2 dan vaksin tetanus (pranikah vaksin tetanus) itu boleh berjara… https://t.co/A3ukKdhmwg"
2273,"1. SINOVAC
2. SINOVAC
3. ASTRAZENECA

Luar Biasa Vaksin Booster AstraZeneca, Silahkan Dicoba Bestie 👍👍👍"
2274,"Waka polsek salapian IPTU NELSON.M, SH.  bersama kanit sabhara IPTU SUYONO dan ps.kanit binmas AIPTU HARTOYO melaks… https://t.co/7ArnlkmAat"
2275,"@starrymnight @lafnana @YogaRiandana @RAKemal @afrkml @AdamPrabata Gak paham apa? Saya vaksin lengkap, sinovac dr v… https://t.co/okeRXmrOKB"
2276,"@sclawkwrd @YogaRiandana @RAKemal @afrkml @AdamPrabata Revisi, diketawain bebek2 copidsemar! Ya wajar, wong kalian… https://t.co/vYbxNMeSkK"
2277,"Mau tanya guys, kl vaksin dosis 1 sama 2nya sinovav, boosternya harus sinovac juga? -umsfess"
2278,@ABSetyono @kemkominfo @KemenkesRI @jokowi @PlateJohnny Pemerintah telah resmi mengizinkan pemberian vaksin Covid-1… https://t.co/S4RMvLNPoW
2279,@rahmaniarbaftim @AdamPrabata Suamiku dulu kena covid tapi sembuh lebih cepat. Sampai sekrg dia blm vaksin 1pun. Sy… https://t.co/pABS45I9e2
2280,"4. Catat waktu dan pelaksanaanya,
🗓Tanggal 1,2 &amp; 4 Maret 2022
Pukul 09.00-15.00 WIB
📍Berlokasi di Kantor Dompet Dhu… https://t.co/PCOm6lMGDR"
2281,"@JaohariLatif Urang 1&amp;2 make sinovac, booster moderna. 3 hari tepar 😪 demam, lemes, siga meriang, makan susah, leun… https://t.co/2LWhpTOzee"
2282,"@AdamPrabata Dulu seblum vaksin sy tanya ke nakes gini: ""bener gak sih vaksin sinovac lengkap itu dalam 6 bln kemud… https://t.co/eE53JC1cu8"
2283,"@JaohariLatif @RudyRoedyanto Aku 2 sinovac trs boster astra, abis vaksin aku langsung mnum biogesic, alhamdulillah aman TM"
2284,"Mulai Senin (1/3) – Jumat (4/3) RSUD Kilisuci menyediakan Vaksinasi dengan Jenis Vaksin SINOVAC Dosis 1, 2, PFIZER… https://t.co/LipamDTOYS"
2285,Tempoh untuk semua penerima vaksin Sinovac mendapatkan suntikan dos penggalak bagi mengekalkan status vaksinasi len… https://t.co/PU4CNGyUNj
2286,Ekau tahu tak? Kerajaan dah lanjutkan tempoh untuk dapekkan suntikan booster untuk penerima vaksin Sinovac 𝐬𝐞𝐡𝐢𝐧𝐠𝐠𝐚… https://t.co/Ab3SlBkZ74
2287,"Komorbidnya hipertensi dan gangguan imun tubuh. Coba liat dgn komorbid kayak gini, apakah parah kenanya. Vaksinasi… https://t.co/rqfqC3jt6V"
2288,"@healthy_fess Kurang tau nder, biasanya nakesnya yang nentuin. Aku vaksin 1 dan 2 sinovac, vaksin booster astrazeneca."
2289,"@rahmaniarbaftim Karena virusnya bermutasi (berubah struktur). Misal, Sinovac dibuat berdasarkan virus A. Kemudian… https://t.co/NHac5vyjhV"
2290,hlt! yang vaksin primernya sinovac baiknya buat booster pake vaksin yang mana ya?
2291,"Pantau wilayah binaan, Sertu kusnanto bersama  Babinsa kelurahan Sragen kulon anggota Koramil 01/Sragen memantau ke… https://t.co/lUmAWG7PuK"
2292,Sertu Kusnanto Babinsa Kelurahan Sragen kulon anggota Koramil 01/Sragen memantau kegiatan pembagian BPNT dan Vaksin… https://t.co/7zRkqEE21q
2293,https://t.co/UTjer4e51P
2294,Sebanyak kurang lebih 30 ribu vaksin Sinovac untuk vaksin tahap dua di Lamongan terancam sia-sia.… https://t.co/vnpPHK5rkl
2295,"@HumasGede permisi pak mau tanya, untuk vaksin boosternya pakai apa ya misal vaksin 1 &amp; 2 nya menggunakan sinovac?… https://t.co/H4XINMsWPY"
2296,"Perawat : vaksin nya AZ ya mas.
(Dlm hati: yah AZ, EZ lah. Pdhal kan gua pengen pfizer atau moderns)

Meanwhile, h+… https://t.co/sxYh7FlaGK"
2297,"@mamahnyasunoo Iya booster itu vaksin 3, setelah 1&amp;2 dan itu kekebalan nya lebih gitu loh, apalagi kalo 1&amp;2 sinovac… https://t.co/Zv2LcE0V0l"
2298,"Pemerintah Musnahkan 6 Juta Vaksin Sinovac, Ini Sebabnya https://t.co/8CDLnnw4TZ"
2299,"@SuhflowerbeeJ Nahiyaaa...apalagi vaksin 1 2 sama yg booster emang harus bedanya juga kan, terutama yg sinovac. Pok… https://t.co/xaE3jjnDcJ"
2300,"Ayo hadiri Serbuan Vaksinasi, Vaksinasi dosis ke -  2 dan 3, dosis 2 jenis vaksin Sinovac, dosis 2 &amp; 3 Astra Zeneca… https://t.co/4ugVridtHA"
2301,https://t.co/hrXCdt7LLa
2302,Di sini udah pada 3x vaksin pakai Pfizer aja masih kena covid. Yakin 2x Sinovac + 1x Pfizer lo aman?
2303,@sstrongerrr Vaksin sinovac
2304,"@SandyRicha89 Yoaa.. Wkt jamanku (?) vaksin, di puskesmasku cm ada sinovac, jd ga bs milih gt..."
2305,Ada yg udah vaksin booster yg vaksin 1&amp;2 nya sinovac? Tell me pls efek abis vaksin booster kek gimana. -ness
2306,"Vaksinasi Merdeka 
Jadwal Vaksin 1, 2 dan Booster untuk anak-anak dan umum
-
Senin, 28 Februari 2022
Pukul : 08.00… https://t.co/UJu0JbDvwI"
2307,"akan segera vaksin booster kok aku😂😂 soalnya aku abis vaksin sinovac aja demam

jadi soon ya kalau udah siap demam tinggi lagi😂😂"
2308,"-dips! aku udah dapet tiket vaksin booster, tapi vaksin 1 sama 2 aku tuh sinovac, jadi buat booster pengen cari yan… https://t.co/hu87SG7ACn"
2309,"@eskazct ada kurang infoo hehe: *6 bulan kalau vaksin 1-2 sinovac, minimal 3 bulan utk 1-2 AZ"
2310,"Gebyar Vaksin I dan II serta Lanjutan Booster Sinovac, Pfizer dan Astrazeneka di Wilayah Kecamatan Sunggal bertempa… https://t.co/I0W4wFztOl"
2311,"@JaohariLatif mun bade ka luar nagreg, ambil booster karena beberapa negara sudah bisa menerima sinovac kalo vaksin… https://t.co/vkoIZmnhcR"
2312,"@Danangbanyu @KediriFess wkwkwk sama 😂 
emang sinovac nih cocok buat orang2 yg mau vaksin tp ga mau ada kipi 😆"
2313,"Ayo hadiri Serbuan Vaksinasi, Vaksinasi dosis ke - 2 dan 3, dosis 2 jenis vaksin Sinovac, dosis 2 &amp; 3 Astra Zeneca… https://t.co/CxHEIQbhag"
2314,"Vaksin 1 Sinovac : gpp amanlah 
Vaksin 2 Sinovac : Alhamdulillah aman langsung kerja
Vaksin 3  Aztreasneca : panas… https://t.co/1TQZs3g88D"
2315,"@KemenkesRI Kami lansia bertanya dimana mendptkan Booster Homolog? Vaksin Primer Sinovac, booster dg Sinovac, walau… https://t.co/z3ULvrrZxD"
2316,30 Ribu Dosis Vaksin II Sinovac Untuk Lansia di Lamongan Terancam Kedaluwarsa https://t.co/8B4iAMUArO
2317,"Selain itu, vaksinasi booster dapat dilakukan secara homolog (jenisnya sama dengan vaksin primer) atau heterolog (j… https://t.co/Lby6sYWgwF"
2318,Sertu Kusnanto Babinsa Kelurahan Sragen kulon anggota Koramil 01/Sragen memantau kegiatan pembagian BPNT dan Vaksin… https://t.co/6aGewVk3WH
2319,"Menkes Sebut Vaksin Pemerintah Ada 4: Sinovac, AstraZeneca, Pfizer, dan Novavax https://t.co/pv6Y4Wjis5"
2320,"Dari 4 jenis vaksin Sinovac, AstraZeneca, Pfizer, dan Novavax yang less risk untuk odhiv ada yang tau kah? Atau sam… https://t.co/OYG8MdrAtZ"
2321,"Vaksin Nusantara | 

PADA balapan vaksin dunia ini, Indonesia bisa menyalip di tikungan. Bisa seperti pembalap Mich… https://t.co/bVmNPoEXLi"
2322,Romania Kirim Bantuan Pertama Vaksin Astrazeneca ke Moldova https://t.co/TU0mHdFChl
2323,"Vaksin Nusantara | 

PADA balapan vaksin dunia ini, Indonesia bisa menyalip di tikungan. Bisa seperti pembalap Mich… https://t.co/TVdZ2kA4TD"
2324,"Vaksin Nusantara | 

PADA balapan vaksin dunia ini, Indonesia bisa menyalip di tikungan. Bisa seperti pembalap Mich… https://t.co/Zu7r2Jn4Xr"
2325,"Vaksin Nusantara | 

PADA balapan vaksin dunia ini, Indonesia bisa menyalip di tikungan. Bisa seperti pembalap Mich… https://t.co/ck5ctZZLO8"
2326,@Khairykj akan guna vaksin Sinovac dan Astrazeneca. ok. mohon NPRA luluskan untuk KJ https://t.co/0xBQALPZ1y
2327,Romania pada Sabtu (27/2) mengirimkan sumbangan pertama vaksin Covid-19 AstraZeneca ke Moldova sehingga negara teta… https://t.co/0iRk17EwdJ
2328,"Vaksin Nusantara | 

PADA balapan vaksin dunia ini, Indonesia bisa menyalip di tikungan. Bisa seperti pembalap Mich… https://t.co/jvRT2dCqXO"
2329,"Vaksin Nusantara | 

PADA balapan vaksin dunia ini, Indonesia bisa menyalip di tikungan. Bisa seperti pembalap Mich… https://t.co/RRaZYNTtBW"
2330,Lebih dari 2 kali Lipat Sebelumnya Australia Terima 300 000 Dosis Vaksin AstraZeneca https://t.co/KZ1KN3IRAE
2331,"Vaksin Nusantara | 

PADA balapan vaksin dunia ini, Indonesia bisa menyalip di tikungan. Bisa seperti pembalap Mich… https://t.co/KVsyT92fQU"
2332,"Vaksin Nusantara | 

PADA balapan vaksin dunia ini, Indonesia bisa menyalip di tikungan. Bisa seperti pembalap Mich… https://t.co/1Jkwhr8LJs"
2333,Australia Terima 300 000 Dosis Vaksin AstraZeneca https://t.co/n9amjMjikl
2334,"Menkes sebut Vaksin Pemerintah Ada 4: Sinovac, AstraZeneca, Pfizer, dan Novavax -- 4 dari 7 vaksin dalam KMK terbar… https://t.co/qqbnKlkQvM"
2335,"Vaksin Nusantara | 

PADA balapan vaksin dunia ini, Indonesia bisa menyalip di tikungan. Bisa seperti pembalap Mich… https://t.co/JQjXBem4Sj"
2336,"Vaksin Nusantara | 

PADA balapan vaksin dunia ini, Indonesia bisa menyalip di tikungan. Bisa seperti pembalap Mich… https://t.co/Mfctwfnceg"
2337,"""Empat vaksin ini masalah pada suplainya, seluruh dunia rebutan. ASEAN belum semua dapat, Australia baru dapat, Jep… https://t.co/sZzFqMBcHZ"
2338,Vaksinasi massal untuk 25 juta warga Australia akan dimulai pada Senin (1/3). https://t.co/ymvV0u8h2v
2339,"Vaksin Nusantara | 

PADA balapan vaksin dunia ini, Indonesia bisa menyalip di tikungan. Bisa seperti pembalap Mich… https://t.co/ZSaVPzpjSX"
2340,"Menteri Kesehatan: Indonesia beruntung sudah dapat empat vaksin Covid-19 https://t.co/uk0aQYjV6P

#menkesri… https://t.co/cWjEFEOwHI"
2341,"Menkes Sebut Vaksin Pemerintah Ada 4: Sinovac, AstraZeneca, Pfizer, dan Novavax
Klik untuk baca:… https://t.co/5D9VGBUMoy"
2342,Thailand akan menggunakan vaksin Sinovac dan AstraZeneca. https://t.co/c0wpX4IDgb
2343,"Vaksin Nusantara | 

PADA balapan vaksin dunia ini, Indonesia bisa menyalip di tikungan. Bisa seperti pembalap Mich… https://t.co/0BsccTD3q7"
2344,"""Empat vaksin ini masalah pada suplainya, seluruh dunia rebutan. ASEAN belum semua dapat, Australia baru dapat, Jep… https://t.co/0yjTMHO6pf"
2345,"Surujanjaya vaksin Jerman kata, vaksin tak patut di guna kepada orang yang lebih 65 tahun sebab tiada bukti cukup i… https://t.co/SsjB95UwE4"
2346,Vaksin AstraZeneca adalah yang ketiga di luluskan di EU selepas vaksin PfizerBioNTech dan Moderna.
2347,"Vaksinasi gotong royong tidak boleh menggunakan vaksin sinovac, AstraZeneca, Novavad, Pfizer yg merupaka vaksin gra… https://t.co/MZ8rrDKGXU"
2348,"Vaksin Nusantara | 

PADA balapan vaksin dunia ini, Indonesia bisa menyalip di tikungan. Bisa seperti pembalap Mich… https://t.co/0mg20CUBZ9"
2349,"Vaksin Nusantara | 

PADA balapan vaksin dunia ini, Indonesia bisa menyalip di tikungan. Bisa seperti pembalap Mich… https://t.co/OCA5iQQW09"
2350,"Menkes: Apa pun Merek Vaksin Asalkan Lulus BPOM, Pakai Saja #Vaksin #Vaksinasi #AstraZeneca #Wabah… https://t.co/mkULNPb82c"
2351,"Sinovac, AstraZeneca , Pfizer, Novavac adalah vaksin berhasil didapat Indonesia. https://t.co/jnwgvj0IyN"
2352,"Vaksin Nusantara | 

PADA balapan vaksin dunia ini, Indonesia bisa menyalip di tikungan. Bisa seperti pembalap Mich… https://t.co/4pHeQE0qGv"
2353,"""Kita beruntung bisa dapat duluan,"" kata Budi. https://t.co/SNcvFjlrVx"
2354,"Vaksin Nusantara | 

PADA balapan vaksin dunia ini, Indonesia bisa menyalip di tikungan. Bisa seperti pembalap Mich… https://t.co/ej7kdGnmZ2"
2355,@khairykj wajar umum hanya ambik sino vaksin atau sputnik... n bkn astrazeneca.. n bkn kata yg mana diluluskan dahu… https://t.co/x8CG3fNFR6
2356,"Ada 4 vaksin yang dipakai dalam vaksinasi program pemerintah: Sinovac, AstraZeneca, Pfizer, dan Novavax. Apa alasan… https://t.co/8RhXIU69lW"
2357,#BHdunia Beberapa petugas kesihatan yang menyuntik vaksin AstraZeneca melaporkan masih ada cecair vaksin tertinggal… https://t.co/gCecKHYZAx
2358,"Vaksin Nusantara | 

PADA balapan vaksin dunia ini, Indonesia bisa menyalip di tikungan. Bisa seperti pembalap Mich… https://t.co/AivSLzUHq1"
2359,"Vaksin Nusantara | 

PADA balapan vaksin dunia ini, Indonesia bisa menyalip di tikungan. Bisa seperti pembalap Mich… https://t.co/fWzNXP3rNs"
2360,Jerman digesa terima vaksin Oxford-AstraZeneca untuk warga emas#malaysiagazette https://t.co/MAR6x0zzny
2361,"Vaksin Nusantara | 

PADA balapan vaksin dunia ini, Indonesia bisa menyalip di tikungan. Bisa seperti pembalap Mich… https://t.co/DFvw3kMNDG"
2362,"Vaksin Nusantara | 

PADA balapan vaksin dunia ini, Indonesia bisa menyalip di tikungan. Bisa seperti pembalap Mich… https://t.co/J8hNgQr131"
2363,"Einde huisarts?!

Rob Elens in het Limburgse Meijel weigert zijn patiënten te vaksineren tegen corona als ze niet e… https://t.co/Q8jkSEvZVx"
2364,"Vaksin Nusantara | 

PADA balapan vaksin dunia ini, Indonesia bisa menyalip di tikungan. Bisa seperti pembalap Mich… https://t.co/XnJl9fw6Q3"
2365,"Vaksin Nusantara | 

PADA balapan vaksin dunia ini, Indonesia bisa menyalip di tikungan. Bisa seperti pembalap Mich… https://t.co/cSeP8vCmIh"
